Tiempo, V1 , V2 ,N/a,N/a,N/a,N/a,N/a
0.002900,1.950000,1.921000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.002924,1.994000,1.960000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.002948,2.038000,2.014000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.002972,2.102000,2.067000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.002992,2.155000,2.126000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.003020,2.224000,2.190000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.003040,2.307000,2.263000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.003064,2.375000,2.336000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.003088,2.439000,2.405000,0.973000,0.973000,1000.000000,1.000000,1535618560.000000
0.000020,2.204000,1.891000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000048,2.263000,2.126000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000068,2.346000,2.263000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000092,2.414000,2.361000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000116,2.483000,2.439000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000140,2.546000,2.507000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000164,2.620000,2.576000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000188,2.674000,2.634000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000212,2.727000,2.688000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000236,2.776000,2.737000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000260,2.805000,2.776000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000284,2.810000,2.796000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000304,2.845000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000332,2.849000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000352,2.845000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000376,2.810000,2.796000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000400,2.796000,2.776000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000424,2.752000,2.737000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000448,2.713000,2.693000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000472,2.654000,2.639000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000496,2.595000,2.576000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000520,2.532000,2.517000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000544,2.463000,2.454000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000568,2.380000,2.380000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000588,2.326000,2.307000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000616,2.248000,2.248000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000636,2.190000,2.180000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000660,2.116000,2.111000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000684,2.063000,2.048000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000708,2.014000,1.994000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000732,1.960000,1.950000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000756,1.931000,1.911000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000780,1.906000,1.891000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000804,1.882000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000828,1.877000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000852,1.882000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000876,1.906000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000896,1.935000,1.906000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000920,1.960000,1.945000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000944,2.014000,1.984000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000968,2.063000,2.028000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000992,2.116000,2.092000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001016,2.190000,2.151000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001040,2.258000,2.219000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001064,2.326000,2.283000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001088,2.400000,2.351000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001112,2.463000,2.424000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001136,2.537000,2.498000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001160,2.595000,2.561000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001180,2.654000,2.620000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001204,2.717000,2.674000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001228,2.757000,2.717000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001252,2.796000,2.757000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001276,2.810000,2.791000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001300,2.835000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001324,2.849000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001348,2.845000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001372,2.810000,2.805000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001396,2.805000,2.776000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001420,2.776000,2.742000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001444,2.727000,2.693000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001464,2.674000,2.654000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001488,2.620000,2.595000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001512,2.537000,2.537000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001536,2.483000,2.468000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001560,2.414000,2.405000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001584,2.346000,2.336000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001608,2.263000,2.263000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001632,2.204000,2.190000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001656,2.131000,2.126000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001680,2.067000,2.067000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001704,2.023000,2.014000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001728,1.970000,1.960000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001748,1.935000,1.921000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001772,1.911000,1.891000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001796,1.891000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001820,1.877000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001844,1.882000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001876,1.891000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001896,1.935000,1.906000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001924,1.960000,1.935000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001944,2.014000,1.984000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001968,2.067000,2.028000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.001992,2.116000,2.092000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002016,2.190000,2.151000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002040,2.258000,2.224000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002064,2.326000,2.283000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002088,2.400000,2.361000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002112,2.463000,2.424000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002136,2.537000,2.498000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002160,2.595000,2.561000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002180,2.654000,2.620000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002208,2.717000,2.674000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002228,2.757000,2.727000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002252,2.796000,2.766000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002276,2.810000,2.796000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002300,2.845000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002324,2.849000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002348,2.849000,2.810000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002372,2.810000,2.805000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002396,2.805000,2.776000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002420,2.776000,2.742000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002444,2.727000,2.703000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002464,2.674000,2.654000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002492,2.620000,2.595000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002512,2.546000,2.537000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002536,2.483000,2.463000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002560,2.410000,2.405000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002584,2.346000,2.331000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002608,2.263000,2.263000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002632,2.195000,2.190000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002656,2.131000,2.126000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002680,2.067000,2.067000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002704,2.023000,2.014000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002728,1.970000,1.960000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002748,1.935000,1.921000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002776,1.911000,1.891000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002796,1.891000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002820,1.877000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002844,1.882000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002868,1.891000,1.877000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002900,1.911000,1.896000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002920,1.960000,1.935000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002944,2.014000,1.984000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002968,2.063000,2.028000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.002992,2.116000,2.092000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.003016,2.190000,2.151000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.003040,2.248000,2.219000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.003064,2.326000,2.283000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.003088,2.390000,2.361000,0.973000,0.973000,1008.100000,1.000000,1548383104.000000
0.000024,2.273000,2.063000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000048,2.346000,2.234000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000072,2.414000,2.346000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000092,2.483000,2.429000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000116,2.556000,2.507000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000140,2.620000,2.576000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000164,2.674000,2.639000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000188,2.727000,2.688000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000212,2.776000,2.737000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000236,2.805000,2.776000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000260,2.830000,2.796000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000284,2.845000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000308,2.849000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000332,2.845000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000356,2.810000,2.796000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000376,2.796000,2.776000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000400,2.752000,2.737000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000424,2.717000,2.693000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000448,2.654000,2.639000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000472,2.595000,2.576000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000496,2.532000,2.517000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000524,2.463000,2.429000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000552,2.375000,2.361000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000572,2.307000,2.287000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000596,2.224000,2.224000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000620,2.155000,2.151000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000644,2.102000,2.092000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000668,2.038000,2.028000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000692,1.994000,1.984000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000716,1.950000,1.935000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000740,1.911000,1.906000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000764,1.891000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000788,1.877000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000808,1.877000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000836,1.891000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000856,1.911000,1.882000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000880,1.935000,1.911000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000904,1.975000,1.950000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000928,2.028000,1.994000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000952,2.067000,2.048000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.000976,2.141000,2.107000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001000,2.204000,2.170000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001024,2.273000,2.234000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001048,2.346000,2.307000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001072,2.424000,2.380000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001092,2.488000,2.444000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001120,2.561000,2.517000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001140,2.620000,2.576000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001164,2.674000,2.639000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001188,2.737000,2.693000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001212,2.776000,2.737000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001236,2.810000,2.776000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001260,2.830000,2.796000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001284,2.849000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001308,2.849000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001332,2.845000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001356,2.810000,2.796000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001376,2.796000,2.776000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001404,2.752000,2.737000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001424,2.713000,2.693000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001448,2.654000,2.639000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001472,2.595000,2.576000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001496,2.532000,2.517000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001520,2.463000,2.454000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001548,2.380000,2.361000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001572,2.307000,2.287000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001596,2.224000,2.224000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001620,2.165000,2.151000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001644,2.102000,2.092000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001668,2.038000,2.028000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001692,1.994000,1.984000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001716,1.950000,1.935000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001740,1.911000,1.906000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001764,1.891000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001784,1.882000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001812,1.877000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001832,1.882000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001856,1.911000,1.882000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001880,1.935000,1.911000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001904,1.970000,1.950000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001928,2.023000,1.994000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001952,2.067000,2.038000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.001976,2.141000,2.111000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002000,2.204000,2.170000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002024,2.263000,2.224000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002048,2.346000,2.307000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002068,2.414000,2.380000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002096,2.483000,2.439000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002116,2.556000,2.507000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002140,2.620000,2.576000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002164,2.674000,2.639000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002188,2.727000,2.693000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002212,2.776000,2.737000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002236,2.810000,2.776000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002260,2.830000,2.796000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002284,2.849000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002308,2.849000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002332,2.845000,2.810000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002352,2.810000,2.796000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002380,2.796000,2.776000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002400,2.752000,2.737000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002424,2.717000,2.693000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002448,2.654000,2.639000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002472,2.595000,2.576000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002496,2.537000,2.517000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002520,2.463000,2.454000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002544,2.380000,2.380000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002572,2.312000,2.307000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002596,2.224000,2.224000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002620,2.165000,2.151000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002644,2.102000,2.092000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002668,2.038000,2.028000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002692,1.994000,1.984000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002716,1.950000,1.935000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002740,1.911000,1.906000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002764,1.891000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002788,1.882000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002812,1.877000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002836,1.891000,1.877000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002856,1.911000,1.882000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002880,1.935000,1.911000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002904,1.970000,1.950000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002928,2.028000,1.994000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002952,2.067000,2.048000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.002976,2.151000,2.111000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.003000,2.204000,2.170000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.003024,2.273000,2.234000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.003048,2.346000,2.307000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.003072,2.414000,2.380000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
0.003096,2.488000,2.444000,0.973000,0.973000,1024.600000,1.000000,1573573120.000000
