Tiempo,CH1(V),CH2(V),N/a1,N/a2,N/a3,N/a4,N/a5
0.001964,2.087000,2.053000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002000,2.190000,2.151000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002040,2.292000,2.258000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002076,2.414000,2.366000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002112,2.522000,2.478000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002152,2.625000,2.576000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002188,2.713000,2.664000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002224,2.781000,2.732000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002260,2.825000,2.781000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002300,2.849000,2.805000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002336,2.845000,2.805000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002372,2.810000,2.776000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002408,2.752000,2.727000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002448,2.674000,2.654000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002484,2.581000,2.566000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002520,2.478000,2.463000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002556,2.366000,2.356000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002596,2.258000,2.253000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002632,2.151000,2.151000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002668,2.053000,2.048000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002704,1.975000,1.970000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002744,1.921000,1.911000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002780,1.882000,1.877000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002816,1.877000,1.867000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002852,1.896000,1.882000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002892,1.940000,1.916000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002928,2.009000,1.979000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.002964,2.092000,2.063000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003000,2.190000,2.151000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003040,2.302000,2.258000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003084,2.429000,2.380000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003120,2.537000,2.493000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003156,2.639000,2.586000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003192,2.727000,2.674000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003232,2.791000,2.742000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003268,2.830000,2.786000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003304,2.849000,2.810000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003340,2.835000,2.801000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003380,2.805000,2.771000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003416,2.742000,2.717000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003452,2.664000,2.639000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003488,2.566000,2.546000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003528,2.463000,2.449000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003564,2.346000,2.341000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003600,2.234000,2.234000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003636,2.131000,2.126000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003676,2.038000,2.038000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003712,1.970000,1.960000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003748,1.911000,1.906000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003784,1.882000,1.877000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003824,1.877000,1.867000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003860,1.906000,1.882000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003896,1.950000,1.931000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003932,2.019000,1.994000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.003972,2.107000,2.067000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004008,2.204000,2.170000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004044,2.317000,2.273000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004088,2.429000,2.390000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004124,2.556000,2.502000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004160,2.654000,2.600000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004200,2.737000,2.688000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004236,2.796000,2.752000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004272,2.840000,2.791000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004308,2.849000,2.810000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004348,2.835000,2.801000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004384,2.796000,2.766000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004420,2.737000,2.708000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004456,2.654000,2.634000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004496,2.556000,2.537000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004532,2.444000,2.434000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004568,2.336000,2.326000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004604,2.224000,2.219000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004644,2.121000,2.116000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004680,2.028000,2.028000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004716,1.960000,1.950000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004752,1.911000,1.901000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004792,1.882000,1.877000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
0.004828,1.882000,1.872000,0.973000,0.943000,1000.000000,0.970000,1546187136.000000
